Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
9,0.94,0.1111,0.0022,0.0044,0.3908,1
19,1.98,0.1579,0.0067,0.0129,0.3908,3
28,2.91,0.3214,0.0202,0.0381,0.3908,9
38,3.95,0.3684,0.0315,0.058,0.3908,14
48,4.99,0.3542,0.0382,0.069,0.3908,17
57,5.93,0.3509,0.0449,0.0797,0.3908,20
67,6.97,0.3284,0.0494,0.0859,0.3908,22
76,7.91,0.3026,0.0517,0.0883,0.3908,23
86,8.95,0.3256,0.0629,0.1055,0.3908,28
96,9.99,0.3125,0.0674,0.1109,0.3908,30
144,14.98,0.3125,0.1011,0.1528,0.3908,45
192,19.98,0.3021,0.1303,0.1821,0.3908,58
240,24.97,0.3042,0.164,0.2131,0.3908,73
288,29.97,0.3403,0.2202,0.2674,0.3908,98
336,34.96,0.369,0.2787,0.3175,0.3908,124
384,39.96,0.3568,0.3079,0.3305,0.3908,137
432,44.95,0.3704,0.3596,0.3649,0.3908,160
480,49.95,0.3792,0.409,0.3935,0.3908,182
576,59.94,0.3958,0.5124,0.4466,0.3908,228
672,69.93,0.4167,0.6292,0.5013,0.3908,280
768,79.92,0.4284,0.7393,0.5425,0.3908,329
864,89.91,0.4572,0.8876,0.6035,0.3908,395
961,100.0,0.4631,1.0,0.633,0.3908,445
