Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
1,0.51,0.0,0.0,0.0,0.5903,0
3,1.54,0.0,0.0,0.0,0.5903,0
5,2.56,0.0,0.0,0.0,0.5903,0
7,3.59,0.0,0.0,0.0,0.5903,0
9,4.62,0.0,0.0,0.0,0.5903,0
11,5.64,0.0,0.0,0.0,0.5903,0
13,6.67,0.0,0.0,0.0,0.5903,0
15,7.69,0.0667,0.0208,0.0317,0.5903,1
17,8.72,0.1176,0.0417,0.0615,0.5903,2
19,9.74,0.1579,0.0625,0.0896,0.5903,3
29,14.87,0.3103,0.1875,0.2338,0.5903,9
39,20.0,0.3846,0.3125,0.3448,0.5903,15
48,24.62,0.4375,0.4375,0.4375,0.5903,21
58,29.74,0.3793,0.4583,0.4151,0.5903,22
68,34.87,0.3382,0.4792,0.3966,0.5903,23
78,40.0,0.3333,0.5417,0.4127,0.5903,26
87,44.62,0.3103,0.5625,0.4,0.5903,27
97,49.74,0.2887,0.5833,0.3862,0.5903,28
117,60.0,0.265,0.6458,0.3758,0.5903,31
136,69.74,0.2647,0.75,0.3913,0.5903,36
156,80.0,0.2692,0.875,0.4118,0.5903,42
175,89.74,0.2571,0.9375,0.4036,0.5903,45
195,100.0,0.2462,1.0,0.3951,0.5903,48
