Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
81,1.0,0.0,0.0,0.0,0.5959,0
162,1.99,0.0,0.0,0.0,0.5959,0
243,2.99,0.0617,0.0176,0.0274,0.5959,15
324,3.99,0.2099,0.0798,0.1156,0.5959,68
406,5.0,0.234,0.1115,0.151,0.5959,95
487,5.99,0.2361,0.135,0.1718,0.5959,115
568,6.99,0.2289,0.1526,0.1831,0.5959,130
649,7.99,0.2065,0.1573,0.1785,0.5959,134
731,9.0,0.186,0.1596,0.1718,0.5959,136
812,10.0,0.1675,0.1596,0.1635,0.5959,136
1218,14.99,0.1437,0.2054,0.1691,0.5959,175
1624,19.99,0.1355,0.2582,0.1777,0.5959,220
2031,25.0,0.1305,0.311,0.1838,0.5959,265
2437,30.0,0.1202,0.3439,0.1782,0.5959,293
2843,35.0,0.1178,0.3932,0.1813,0.5959,335
3249,39.99,0.1176,0.4484,0.1863,0.5959,382
3655,44.99,0.1253,0.5376,0.2032,0.5959,458
4062,50.0,0.1327,0.6326,0.2194,0.5959,539
4874,60.0,0.1358,0.777,0.2312,0.5959,662
5686,69.99,0.127,0.8474,0.2209,0.5959,722
6499,80.0,0.118,0.9002,0.2087,0.5959,767
7311,89.99,0.113,0.9695,0.2024,0.5959,826
8124,100.0,0.1049,1.0,0.1898,0.5959,852
