Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
48,0.98,0.0833,0.0135,0.0232,0.5147,4
97,1.98,0.0619,0.0202,0.0305,0.5147,6
146,2.98,0.0616,0.0303,0.0406,0.5147,9
195,3.98,0.0564,0.037,0.0447,0.5147,11
244,4.98,0.0574,0.0471,0.0518,0.5147,14
293,5.98,0.0512,0.0505,0.0508,0.5147,15
342,6.98,0.0556,0.064,0.0595,0.5147,19
391,7.98,0.0588,0.0774,0.0669,0.5147,23
440,8.98,0.0591,0.0875,0.0706,0.5147,26
489,9.98,0.0573,0.0943,0.0712,0.5147,28
734,14.99,0.0586,0.1448,0.0834,0.5147,43
979,19.99,0.0572,0.1886,0.0878,0.5147,56
1224,24.99,0.0629,0.2593,0.1012,0.5147,77
1469,29.99,0.0667,0.33,0.111,0.5147,98
1714,34.99,0.0653,0.3771,0.1114,0.5147,112
1959,40.0,0.0628,0.4141,0.109,0.5147,123
2204,45.0,0.0635,0.4714,0.112,0.5147,140
2449,50.0,0.0625,0.5152,0.1114,0.5147,153
2938,59.98,0.0623,0.6162,0.1131,0.5147,183
3428,69.99,0.0636,0.734,0.117,0.5147,218
3918,79.99,0.0628,0.8283,0.1167,0.5147,246
4408,90.0,0.0626,0.9293,0.1173,0.5147,276
4898,100.0,0.0606,1.0,0.1143,0.5147,297
