Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
1,0.51,0.0,0.0,0.0,0.3333,0
3,1.54,0.0,0.0,0.0,0.3333,0
5,2.56,0.0,0.0,0.0,0.3333,0
7,3.59,0.0,0.0,0.0,0.3333,0
9,4.62,0.0,0.0,0.0,0.3333,0
11,5.64,0.0,0.0,0.0,0.3333,0
13,6.67,0.0,0.0,0.0,0.3333,0
15,7.69,0.0,0.0,0.0,0.3333,0
17,8.72,0.0,0.0,0.0,0.3333,0
19,9.74,0.0,0.0,0.0,0.3333,0
29,14.87,0.0,0.0,0.0,0.3333,0
39,20.0,0.0256,0.0208,0.023,0.3333,1
48,24.62,0.0208,0.0208,0.0208,0.3333,1
58,29.74,0.0345,0.0417,0.0377,0.3333,2
68,34.87,0.0441,0.0625,0.0517,0.3333,3
78,40.0,0.0897,0.1458,0.1111,0.3333,7
87,44.62,0.1494,0.2708,0.1926,0.3333,13
97,49.74,0.1753,0.3542,0.2345,0.3333,17
117,60.0,0.2137,0.5208,0.303,0.3333,25
136,69.74,0.2206,0.625,0.3261,0.3333,30
156,80.0,0.2115,0.6875,0.3235,0.3333,33
175,89.74,0.2229,0.8125,0.3498,0.3333,39
195,100.0,0.2462,1.0,0.3951,0.3333,48
