Top_K,Percentage(%),Precision,Recall,F1-Score,AUC,Anomaly_Count_In_TopK
4,0.92,0.0,0.0,0.0,0.4524,0
8,1.84,0.0,0.0,0.0,0.4524,0
13,2.99,0.0,0.0,0.0,0.4524,0
17,3.91,0.0588,0.0078,0.0138,0.4524,1
21,4.83,0.0952,0.0156,0.0268,0.4524,2
26,5.98,0.1154,0.0234,0.039,0.4524,3
30,6.9,0.1333,0.0312,0.0506,0.4524,4
34,7.82,0.1471,0.0391,0.0617,0.4524,5
39,8.97,0.1538,0.0469,0.0719,0.4524,6
43,9.89,0.1395,0.0469,0.0702,0.4524,6
65,14.94,0.2154,0.1094,0.1451,0.4524,14
87,20.0,0.2759,0.1875,0.2233,0.4524,24
108,24.83,0.25,0.2109,0.2288,0.4524,27
130,29.89,0.2769,0.2812,0.2791,0.4524,36
152,34.94,0.2566,0.3047,0.2786,0.4524,39
174,40.0,0.2586,0.3516,0.298,0.4524,45
195,44.83,0.2718,0.4141,0.3282,0.4524,53
217,49.89,0.2857,0.4844,0.3594,0.4524,62
261,60.0,0.318,0.6484,0.4267,0.4524,83
304,69.89,0.2928,0.6953,0.412,0.4524,89
348,80.0,0.2672,0.7266,0.3908,0.4524,93
391,89.89,0.2583,0.7891,0.3892,0.4524,101
435,100.0,0.2943,1.0,0.4547,0.4524,128
